,Price,Area,BHK,Location,Type,Price_num,Price/Sqft
452,21 Lac,650.0,1,Bondel,Flat,2100000.0,3231.0
454,45 Lac,1100.0,2,Others,Flat,4500000.0,4091.0
455,65 Lac,1359.0,2,Kulai,Flat,6500000.0,4783.0
456,85 Lac,2250.0,3,Padil,Flat,8500000.0,3778.0
457,50 Lac,1590.0,3,Alape,Flat,5000000.0,3145.0
458,80 Lac,2250.0,3,Kotekani,Flat,8000000.0,3556.0
462,11.41 Cr,10956.0,5,Kulai,Flat,114100000.0,10414.0
463,7.40 Cr,7314.0,4,Kulai,Flat,74000000.0,10118.0
464,7.21 Cr,7124.0,4,Kulai,Flat,72100000.0,10121.0
465,5.05 Cr,4956.0,4,Kulai,Flat,50500000.0,10190.0
469,3.57 Cr,3211.5,3,Kulai,Flat,35700000.0,11116.0
470,90 Lac,2475.0,2,Urwa,Flat,9000000.0,3636.0
472,25 Lac,1305.0,2,Ullal,Flat,2500000.0,1916.0
475,65 Lac,1800.0,2,Others,Flat,6500000.0,3611.0
476,35 Lac,1275.0,2,Alape,Flat,3500000.0,2745.0
477,65 Lac,1243.0,2,Bikarnakatta,Flat,6500000.0,5229.0
479,38 Lac,1100.0,2,Attavar,Flat,3800000.0,3455.0
480,1.55 Cr,2300.0,3,Nanthoor,Flat,15500000.0,6739.0
481,94.8 Lac,1405.0,2,Nanthoor,Flat,9480000.0,6747.0
484,1.08 Cr,1646.0,3,Road,Flat,10800000.0,6561.0
485,1.18 Cr,1831.0,3,Road,Flat,11800000.0,6445.0
486,2.08 Cr,2870.0,4,Road,Flat,20800000.0,7247.0
488,81.4 Lac,1224.0,2,Road,Flat,8140000.000000001,6650.0
489,2.25 Cr,4950.0,3,Kadri,Flat,22500000.0,4545.0
492,52 Lac,900.0,2,Kodailbail,Flat,5200000.0,5778.0
493,Call for Price,1590.0,2,Vamanjoor,Flat,,
495,70 Lac,1570.0,3,Kulshekar,Flat,7000000.0,4459.0
496,2.80 Cr,7582.5,5,Kadri,Flat,28000000.0,3693.0
497,90 Lac,2300.0,3,Bendoor,Flat,9000000.0,3913.0
498,68 Lac,2250.0,2,Others,Flat,6800000.0,3022.0
499,85 Lac,2025.0,3,Derebail,Flat,8500000.0,4198.0
500,920.46 Cr,1190.0,2,Urwa,Flat,9204600000.0,7734958.0
501,1812.78 Cr,1670.0,3,Urwa,Flat,18127800000.0,10854970.0
502,65.3 Lac,2040.0,3,Yeyyadi,Flat,6530000.0,3201.0
503,25 Lac,850.0,2,Nagar,Flat,2500000.0,2941.0
504,55 Lac,1650.0,2,Urwa,Flat,5500000.0,3333.0
505,1.05 Cr,2947.5,3,Others,Flat,10500000.0,3562.0
506,81 Lac,1375.0,2,Nagar,Flat,8100000.0,5891.0
507,60 Lac,2007.0,2,Yeyyadi,Flat,6000000.0,2990.0
508,96 Lac,2542.5,3,Nagar,Flat,9600000.0,3776.0
509,80 Lac,1225.0,2,Kulai,Flat,8000000.0,6531.0
510,56 Lac,1200.0,2,Padukodi,Flat,5600000.0,4667.0
511,55 Lac,1091.0,2,Derebail,Flat,5500000.0,5041.0
512,1.20 Cr,1600.0,3,Bolar,Flat,12000000.0,7500.0
513,94.2 Lac,1225.0,2,Bejai,Flat,9420000.0,7690.0
514,35 Lac,1500.0,2,Bunder,Flat,3500000.0,2333.0
516,3.98 Cr,4291.0,4,Kudroli,Flat,39800000.0,9275.0
517,1.20 Cr,30490.0,0,Moodabidiri,Plot,12000000.0,394.0
518,60 Lac,1309.0,3,Kadri,Flat,6000000.0,4584.0
519,53.43 Lac,1065.0,2,Kaikamba,Flat,5343000.0,5017.0
520,59.68 Lac,975.0,2,Kulai,Flat,5968000.0,6121.0
521,71.99 Lac,1210.0,2,Derebail,Flat,7198999.999999999,5950.0
522,85.68 Lac,1224.0,2,Alake,Flat,8568000.0,7000.0
523,1.90 Cr,2363.0,3,Chilambi,Flat,19000000.0,8041.0
524,1.45 Cr,2074.0,3,Alake,Flat,14500000.0,6991.0
525,1.80 Cr,2299.0,3,Chilambi,Flat,18000000.0,7829.0
526,1.97 Cr,2969.0,4,Nanthoor,Flat,19700000.0,6635.0
527,66.34 Lac,1115.0,2,Derebail,Flat,6634000.0,5950.0
528,3.96 Cr,6600.0,4,Kadri,Flat,39600000.0,6000.0
529,81.72 Lac,1135.0,2,Bejai,Flat,8172000.0,7200.0
530,1.97 Cr,2645.0,4,Bendoor,Flat,19700000.0,7448.0
531,2.62 Cr,3366.0,4,Chilambi,Flat,26200000.0,7784.0
532,2.78 Cr,3478.0,4,Chilambi,Flat,27799999.999999996,7993.0
533,74.75 Lac,1490.0,3,Kaikamba,Flat,7475000.0,5017.0
534,1.20 Cr,1612.0,3,Bendoor,Flat,12000000.0,7444.0
535,1.20 Cr,1807.0,3,Nanthoor,Flat,12000000.0,6641.0
536,3 Crs,4293.0,4,Alake,Flat,30000000.0,6988.0
537,60.45 Lac,1262.0,2,Kodailbail,Flat,6045000.0,4790.0
538,32.16 Lac,670.0,1,Urva,Flat,3215999.9999999995,4800.0
539,1.15 Cr,2100.0,3,Kaikamba,Flat,11500000.0,5476.0
540,52.50 Lac,1050.0,2,Kottara,Flat,5250000.0,5000.0
541,62.10 Lac,1380.0,3,Derebail,Flat,6210000.0,4500.0
542,61.87 Lac,1375.0,3,Derebail,Flat,6187000.0,4500.0
543,1.40 Cr,2014.0,3,Kadri,Flat,14000000.0,6951.0
544,27.42 Lac,653.0,1,Pandeshwar,Flat,2742000.0,4199.0
545,50.68 Lac,1010.0,2,Road,Flat,5068000.0,5018.0
546,45 Lac,677.0,1,Bejai,Flat,4500000.0,6647.0
547,46.39 Lac,698.0,1,Bejai,Flat,4639000.0,6646.0
548,34.12 Lac,680.0,1,Road,Flat,3411999.9999999995,5018.0
549,43.11 Lac,1410.0,3,Neermarga,Flat,4311000.0,3057.0
550,33.11 Lac,660.0,1,Road,Flat,3311000.0,5017.0
551,50.69 Lac,1091.0,2,Derebail,Flat,5069000.0,4646.0
552,38 Lac,950.0,2,Bondel,Flat,3800000.0,4000.0
553,64.80 Lac,1440.0,3,Attavar,Flat,6480000.0,4500.0
554,55 Lac,1000.0,2,Kadri,Flat,5500000.0,5500.0
555,52.50 Lac,3500.0,0,Kulai,Plot,5250000.0,1500.0
556,80 Lac,1600.0,3,Nagar,Flat,8000000.0,5000.0
557,34.20 Lac,900.0,2,Kankanady,Flat,3420000.0000000005,3800.0
558,62.22 Lac,1240.0,3,Road,Flat,6222000.0,5018.0
559,43.35 Lac,1020.0,2,Yeyyadi,Flat,4335000.0,4250.0
560,73.15 Lac,1045.0,2,Chilambi,Flat,7315000.000000001,7000.0
561,53.04 Lac,1105.0,2,Urva,Flat,5304000.0,4800.0
563,1.09 Cr,1565.0,3,Chilambi,Flat,10900000.0,6965.0
564,2.18 Cr,3118.0,3,Kadri,Flat,21800000.0,6992.0
565,34.22 Lac,1180.0,2,Kinnigoli,Flat,3422000.0,2900.0
566,32.81 Lac,875.0,2,Shaktinagar,Flat,3281000.0,3750.0
567,34.99 Lac,1130.0,2,Mulki,Flat,3499000.0,3096.0
568,84.75 Lac,1695.0,3,Kadri,Flat,8475000.0,5000.0
569,72 Lac,1600.0,3,Kapikad,Flat,7200000.0,4500.0
570,80 Lac,1600.0,3,Kulai,Villa,8000000.0,5000.0
573,73 Lac,1460.0,3,Kankanady,Flat,7300000.0,5000.0
574,82.40 Lac,1648.0,3,Konchady,Flat,8240000.000000001,5000.0
576,15.84 Lac,565.0,1,Mulki,Flat,1584000.0,2804.0
582,46 Lac,1150.0,2,Konchady,Flat,4600000.0,4000.0
583,1.06 Cr,1526.0,3,Chilambi,Flat,10600000.0,6946.0
584,46 Lac,1100.0,2,Konchady,Flat,4600000.0,4182.0
585,1.28 Cr,1900.0,3,Kadri,Flat,12800000.0,6737.0
586,35.31 Lac,1155.0,2,Neermarga,Flat,3531000.0,3057.0
587,1.59 Cr,2905.0,4,Chilambi,Flat,15900000.0,5473.0
588,2.41 Cr,4395.0,6,Chilambi,Flat,24100000.0,5484.0
589,32.55 Lac,930.0,2,Vamanjoor,Flat,3254999.9999999995,3500.0
590,67.10 Lac,1525.0,3,Kottara,Flat,6709999.999999999,4400.0
591,68.64 Lac,1560.0,3,Kottara,Flat,6864000.0,4400.0
592,66 Lac,1500.0,3,Kottara,Flat,6600000.0,4400.0
593,1.13 Cr,1713.0,3,Bejai,Flat,11299999.999999998,6597.0
594,36.23 Lac,1185.0,2,Neermarga,Flat,3622999.9999999995,3057.0
595,66.90 Lac,1360.0,3,Derebail,Flat,6690000.000000001,4919.0
597,1.78 Cr,2969.0,4,Nanthoor,Flat,17800000.0,5995.0
598,36.39 Lac,1190.0,2,Neermarga,Flat,3639000.0,3058.0
599,64.68 Lac,1331.0,3,Derebail,Flat,6468000.000000001,4860.0
600,46.20 Lac,1050.0,2,Kottara,Flat,4620000.0,4400.0
601,80 Lac,1535.0,3,Maroli,Flat,8000000.0,5212.0
602,22 Lac,600.0,1,Kotekar,Flat,2200000.0,3667.0
604,82 Lac,1770.0,3,Derebail,Flat,8200000.0,4633.0
605,64.25 Lac,1285.0,2,Surathkal,Flat,6425000.0,5000.0
610,47.40 Lac,1185.0,2,Bolar,Flat,4740000.0,4000.0
611,46.02 Lac,1315.0,3,Bondel,Flat,4602000.0,3500.0
612,52.44 Lac,1140.0,2,Nagar,Flat,5244000.0,4600.0
613,70.84 Lac,1320.0,3,Bejai,Flat,7084000.0,5367.0
614,80.50 Lac,1500.0,3,Bejai,Flat,8050000.0,5367.0
616,43 Lac,1020.0,2,Hoige Bail,Flat,4300000.0,4216.0
617,72.80 Lac,1120.0,2,Nagar,Flat,7280000.0,6500.0
618,43.60 Lac,1090.0,2,Jeppinamogaru,Flat,4360000.0,4000.0
619,87.50 Lac,1750.0,3,Kankanady,Flat,8750000.0,5000.0
620,48 Lac,960.0,2,Kankanady,Flat,4800000.0,5000.0
621,31.58 Lac,1020.0,2,Mulki,Flat,3158000.0,3096.0
622,80.40 Lac,1608.0,3,Surathkal,Flat,8040000.000000001,5000.0
623,54.12 Lac,1320.0,3,Shaktinagar,Flat,5412000.0,4100.0
626,62.70 Lac,1254.0,2,Surathkal,Flat,6270000.0,5000.0
627,57.50 Lac,1150.0,2,Derebail,Flat,5750000.0,5000.0
631,52.58 Lac,1195.0,2,Kottara,Flat,5258000.0,4400.0
635,1.61 Cr,2511.0,4,Mannagudda,Flat,16100000.000000002,6412.0
636,54.74 Lac,1020.0,2,Bejai,Flat,5474000.0,5367.0
637,35.15 Lac,655.0,1,Bejai,Flat,3515000.0,5366.0
640,1.55 Cr,2593.0,4,Nanthoor,Flat,15500000.0,5978.0
641,26.69 Lac,562.0,1,Valencia,Flat,2669000.0,4749.0
643,45.10 Lac,1100.0,2,Shaktinagar,Flat,4510000.0,4100.0
644,52.65 Lac,975.0,2,Kodikal,Flat,5265000.0,5400.0
646,80.40 Lac,1608.0,3,Bejai,Flat,8040000.000000001,5000.0
647,32.95 Lac,659.0,1,Bejai,Flat,3295000.0000000005,5000.0
648,84.55 Lac,1691.0,3,Bejai,Flat,8455000.0,5000.0
649,45 Lac,1050.0,2,Kavoor,Flat,4500000.0,4286.0
650,55 Lac,1395.0,3,Kavoor,Flat,5500000.0,3943.0
653,72.36 Lac,1185.0,2,Mallikatte,Flat,7236000.0,6106.0
664,22 Lac,3484.0,0,Moodabidiri,Plot,2200000.0,631.0
669,30 Lac,710.0,1,Surathkal,Flat,3000000.0,4225.0
685,49.13 Lac,1515.0,3,Kadri,Flat,4913000.0,3243.0
688,26.12 Lac,736.0,2,Bondel,Flat,2612000.0,3549.0
689,44.10 Lac,1360.0,3,Kadri,Flat,4410000.0,3243.0
690,29.68 Lac,1060.0,2,Mary Hill,Flat,2968000.0,2800.0
692,36.08 Lac,1180.0,2,Neermarga,Flat,3608000.0,3058.0
693,50.79 Lac,1093.0,2,Derebail,Flat,5079000.0,4647.0
695,1 Cr,1640.0,3,Mallikatte,Flat,10000000.0,6098.0
696,50.85 Lac,1130.0,2,Kadri,Flat,5085000.0,4500.0
697,78.97 Lac,1755.0,3,Kadri,Flat,7897000.0,4500.0
698,51.70 Lac,1175.0,2,Kottara,Flat,5170000.0,4400.0
704,76 Lac,1600.0,3,Kottara,Flat,7600000.0,4750.0
705,39.34 Lac,915.0,2,Nagar,Flat,3934000.0000000005,4299.0
707,51.80 Lac,1295.0,2,Attavar,Flat,5180000.0,4000.0
708,33.90 Lac,955.0,2,Bondel,Flat,3390000.0,3550.0
710,42.60 Lac,1065.0,2,Attavar,Flat,4260000.0,4000.0
711,20 Lac,1100.0,0,Puttur,Plot,2000000.0,1818.0
712,42.75 Lac,1425.0,3,Bantwal,Flat,4275000.0,3000.0
713,59.55 Lac,1385.0,3,Bolar,Flat,5955000.0,4300.0
714,25.05 Lac,696.0,1,Derebail,Flat,2505000.0,3599.0
715,95 Lac,1900.0,4,Kulai,Villa,9500000.0,5000.0
716,48.92 Lac,975.0,2,Road,Flat,4892000.0,5017.0
717,50.35 Lac,1325.0,3,Kankanady,Flat,5035000.0,3800.0
718,46.40 Lac,1160.0,2,Jeppinamogaru,Flat,4640000.0,4000.0
719,70.50 Lac,1410.0,3,Kottara,Flat,7050000.0,5000.0
720,33.48 Lac,1080.0,2,Moodabidiri,Flat,3347999.9999999995,3100.0
721,38.50 Lac,700.0,1,Kadri,Flat,3850000.0,5500.0
722,16.87 Lac,545.0,1,Mulki,Flat,1687000.0,3095.0
723,79.49 Lac,1196.0,2,Bejai,Flat,7948999.999999999,6646.0
724,74.02 Lac,1645.0,3,Kapikad,Flat,7402000.0,4500.0
725,80.61 Lac,1225.0,2,Kulai,Flat,8061000.0,6580.0
726,52.81 Lac,1515.0,3,Kadri,Flat,5281000.0,3486.0
728,67.18 Lac,1285.0,2,Derebail,Flat,6718000.000000001,5228.0
729,40.79 Lac,1360.0,3,Kadri,Flat,4079000.0,2999.0
730,73 Lac,1380.0,3,Derebail,Flat,7300000.0,5290.0
731,4.73 Cr,6568.0,6,Shivabagh,Flat,47300000.00000001,7202.0
733,74.99 Lac,1225.0,2,Kulai,Flat,7498999.999999999,6122.0
734,74.99 Lac,1225.0,2,Kulai,Flat,7498999.999999999,6122.0
735,2.03 Cr,2622.0,3,Shivabagh,Flat,20299999.999999996,7742.0
736,2.91 Cr,3763.0,4,Shivabagh,Flat,29100000.0,7733.0
737,3.91 Cr,5052.0,6,Shivabagh,Flat,39100000.0,7740.0
738,2.03 Cr,2630.0,3,Shivabagh,Flat,20299999.999999996,7719.0
739,5.09 Cr,6568.0,6,Shivabagh,Flat,50900000.0,7750.0
740,5.03 Cr,6500.0,6,Shivabagh,Flat,50300000.0,7738.0
741,2.82 Cr,3640.0,4,Shivabagh,Flat,28200000.0,7747.0
742,64.87 Lac,1390.0,2,Derebail,Flat,6487000.0,4667.0
743,46 Lac,1155.0,2,Kuloor,Flat,4600000.0,3983.0
744,35.67 Lac,1100.0,2,Kadri,Flat,3567000.0,3243.0
745,22 Lac,786.0,1,Mary Hill,Flat,2200000.0,2799.0
746,20.48 Lac,512.0,1,Attavar,Flat,2048000.0,4000.0
747,50.60 Lac,1265.0,3,Attavar,Flat,5060000.0,4000.0
748,87.05 Lac,1665.0,3,Kadri,Flat,8705000.0,5228.0
749,1.30 Cr,1835.0,3,Kottara,Flat,13000000.0,7084.0
750,28.79 Lac,960.0,2,Kadri,Flat,2879000.0,2999.0
752,34.46 Lac,659.0,1,Derebail,Flat,3446000.0,5229.0
753,68 Lac,1180.0,3,Attavar,Flat,6800000.0,5763.0
754,35 Lac,870.0,2,Kankanady,Flat,3500000.0,4023.0
755,49.72 Lac,1105.0,2,Nagar,Flat,4972000.0,4500.0
756,60.48 Lac,1344.0,3,Nagar,Flat,6048000.0,4500.0
757,54 Lac,1200.0,2,Nagar,Flat,5400000.0,4500.0
758,55.97 Lac,1250.0,2,Bondel,Flat,5597000.0,4478.0
759,45 Lac,1005.0,2,Bondel,Flat,4500000.0,4478.0
760,55 Lac,1115.0,2,Derebail,Flat,5500000.0,4933.0
761,63.59 Lac,1060.0,2,Mannagudda,Flat,6359000.0,5999.0
762,71.38 Lac,1190.0,2,Mannagudda,Flat,7138000.0,5998.0
763,74.75 Lac,1150.0,2,Bejai,Flat,7475000.0,6500.0
764,83.52 Lac,1285.0,2,Mannagudda,Flat,8352000.0,6500.0
765,89.98 Lac,1500.0,3,Mannagudda,Flat,8998000.0,5999.0
766,45.49 Lac,989.0,2,Kodikal,Flat,4549000.0,4600.0
767,1.04 Cr,1612.0,3,Bendoor,Flat,10400000.0,6452.0
768,60 Lac,1210.0,2,Derebail,Flat,6000000.0,4959.0
769,1.23 Cr,1870.0,3,Kulai,Flat,12300000.0,6578.0
771,45.44 Lac,1515.0,3,Kadri,Flat,4544000.0,2999.0
772,53.20 Lac,1400.0,2,Bondel,Flat,5320000.0,3800.0
773,1.91 Cr,3300.0,3,Kadri,Flat,19100000.0,5788.0
774,58.65 Lac,1150.0,2,Pandeshwar,Flat,5865000.0,5100.0
776,1.71 Cr,2645.0,4,Bendoor,Flat,17100000.0,6465.0
777,1.10 Cr,1753.0,3,Bejai,Flat,11000000.0,6275.0
778,30.80 Lac,4400.0,0,Moodabidiri,Plot,3080000.0,700.0
779,36.71 Lac,1049.0,2,Kodikal,Flat,3671000.0,3500.0
780,1.06 Cr,1526.0,3,Chilambi,Flat,10600000.0,6946.0
781,1.09 Cr,1565.0,3,Chilambi,Flat,10900000.0,6965.0
782,82.25 Lac,1175.0,2,Chilambi,Flat,8225000.0,7000.0
783,74.03 Lac,1175.0,2,Bejai,Flat,7403000.0,6300.0
784,66.15 Lac,1050.0,2,Bejai,Flat,6615000.000000001,6300.0
785,1.07 Cr,1706.0,3,Bejai,Flat,10700000.0,6272.0
786,73.15 Lac,1045.0,2,Chilambi,Flat,7315000.000000001,7000.0
787,85.78 Lac,1430.0,3,Mannagudda,Flat,8578000.0,5999.0
788,76 Lac,1555.0,3,Derebail,Flat,7600000.0,4887.0
789,69.87 Lac,1075.0,2,Bejai,Flat,6987000.0,6500.0
791,42.34 Lac,941.0,2,Bondel,Flat,4234000.0,4499.0
792,4.18 Cr,5052.0,6,Shivabagh,Flat,41800000.0,8274.0
793,35.67 Lac,1100.0,2,Kadri,Flat,3567000.0,3243.0
794,32.99 Lac,1100.0,2,Kadri,Flat,3299000.0,2999.0
795,64.16 Lac,975.0,2,Kulai,Flat,6416000.0,6581.0
798,4 Lac,4356.0,0,Airport,Plot,400000.0,92.0
799,79.06 Lac,1265.0,2,Bondel,Flat,7906000.0,6250.0
800,72.81 Lac,1165.0,2,Mannagudda,Flat,7281000.0,6250.0
801,77.49 Lac,1115.0,2,Kadri,Flat,7748999.999999999,6950.0
802,66 Lac,4000.0,0,Road,Plot,6600000.0,1650.0
803,1.91 Cr,3300.0,3,Kadri,Flat,19100000.0,5788.0
804,1.14 Cr,1870.0,3,Kulai,Flat,11399999.999999998,6096.0
805,56 Lac,1200.0,2,Derebail,Flat,5600000.0,4667.0
806,26.32 Lac,940.0,2,Mary Hill,Flat,2632000.0,2800.0
807,41.99 Lac,1295.0,2,Kadri,Flat,4199000.0,3242.0
808,56 Lac,1400.0,3,Attavar,Flat,5600000.0,4000.0
809,24.20 Lac,605.0,1,Attavar,Flat,2420000.0,4000.0
810,55 Lac,1133.0,2,Neermarga,Flat,5500000.0,4854.0
811,89 Lac,1265.0,3,Nagar,Villa,8900000.0,7036.0
812,63.04 Lac,1150.0,2,Pandeshwar,Flat,6304000.0,5482.0
815,67.43 Lac,1230.0,2,Pandeshwar,Flat,6743000.000000001,5482.0
817,54.51 Lac,1138.0,2,Kodailbail,Flat,5451000.0,4790.0
818,41.85 Lac,930.0,2,Bondel,Flat,4185000.0,4500.0
820,45.58 Lac,1013.0,2,Bondel,Flat,4558000.0,4500.0
821,28.12 Lac,625.0,1,Bondel,Flat,2812000.0,4499.0
823,90 Lac,1285.0,2,Kottara,Flat,9000000.0,7004.0
824,1.10 Cr,1600.0,3,Kottara,Flat,11000000.0,6875.0
825,78 Lac,1115.0,2,Kottara,Flat,7800000.0,6996.0
826,34 Lac,844.0,2,Road,Flat,3400000.0,4028.0
827,66.61 Lac,1753.0,3,Bondel,Flat,6661000.0,3800.0
828,41.80 Lac,1100.0,2,Bondel,Flat,4179999.9999999995,3800.0
831,87.02 Lac,2290.0,3,Bondel,Flat,8702000.0,3800.0
833,88.41 Lac,1691.0,3,Derebail,Flat,8841000.0,5228.0
834,72.15 Lac,1380.0,3,Derebail,Flat,7215000.000000001,5228.0
835,1.25 Cr,1700.0,3,Puttur,Villa,12500000.0,7353.0
838,1.11 Cr,1855.0,3,Attavar,Flat,11100000.000000002,5984.0
839,80 Lac,1450.0,3,Attavar,Flat,8000000.0,5517.0
840,54 Lac,5200.0,0,Derlakatte,Plot,5400000.0,1038.0
841,80 Lac,1660.0,3,Padil,Flat,8000000.0,4819.0
842,1.67 Cr,2315.0,3,Kodailbail,Flat,16700000.0,7214.0
843,1.38 Cr,1915.0,3,Kodailbail,Flat,13799999.999999998,7206.0
844,23.77 Lac,634.0,1,Surathkal,Flat,2377000.0,3749.0
845,24.18 Lac,645.0,1,Surathkal,Flat,2418000.0,3749.0
846,34.31 Lac,915.0,2,Surathkal,Flat,3431000.0,3750.0
847,43.87 Lac,1170.0,2,Surathkal,Flat,4387000.0,3750.0
848,75.25 Lac,1505.0,3,Bejai,Flat,7525000.0,5000.0
849,54.50 Lac,1090.0,2,Bejai,Flat,5450000.0,5000.0
850,50.75 Lac,1015.0,2,Bejai,Flat,5075000.0,5000.0
851,12.50 Lac,4360.0,0,Moodabidiri,Plot,1250000.0,287.0
852,3.75 Cr,4250.0,4,Kadri,Flat,37500000.0,8824.0
860,53.84 Lac,875.0,1,Nagar,Flat,5384000.0,6153.0
861,68 Lac,1105.0,2,Nagar,Flat,6800000.0,6154.0
862,1.20 Cr,1612.0,3,Bendoor,Flat,12000000.0,7444.0
863,82.70 Lac,1344.0,3,Nagar,Flat,8270000.0,6153.0
864,1.58 Cr,2132.0,3,Bendoor,Flat,15800000.0,7411.0
865,1.97 Cr,2645.0,4,Bendoor,Flat,19700000.0,7448.0
866,97.76 Lac,1504.0,2,Mannagudda,Flat,9776000.0,6500.0
867,91.39 Lac,1406.0,2,Mannagudda,Flat,9139000.0,6500.0
868,75.06 Lac,1390.0,2,Chilambi,Flat,7506000.0,5400.0
869,44 Lac,800.0,2,Kodikal,Flat,4400000.0,5500.0
870,53.68 Lac,976.0,2,Kodikal,Flat,5368000.0,5500.0
871,91.50 Lac,1500.0,3,Mannagudda,Flat,9150000.0,6100.0
872,64.66 Lac,1060.0,2,Mannagudda,Flat,6466000.0,6100.0
873,72.59 Lac,1190.0,2,Mannagudda,Flat,7259000.0,6100.0
876,85.78 Lac,1430.0,3,Mannagudda,Flat,8578000.0,5999.0
877,71.38 Lac,1190.0,2,Mannagudda,Flat,7138000.0,5998.0
878,1.25 Cr,1770.0,3,Derebail,Flat,12500000.0,7062.0
879,67.18 Lac,1285.0,2,Kadri,Flat,6718000.000000001,5228.0
880,66 Lac,1440.0,3,Kodikal,Flat,6600000.0,4583.0
882,87.23 Lac,1430.0,3,Mannagudda,Flat,8723000.0,6100.0
883,40 Lac,2000.0,0,Urwa,Plot,4000000.0,2000.0
885,76.70 Lac,1180.0,2,Kodailbail,Flat,7670000.0,6500.0
886,1 Cr,1550.0,3,Kodailbail,Flat,10000000.0,6452.0
887,1.13 Cr,1740.0,3,Kodailbail,Flat,11299999.999999998,6494.0
888,71.50 Lac,1100.0,2,Kodailbail,Flat,7150000.0,6500.0
890,86.43 Lac,1290.0,2,Kankanady,Flat,8643000.0,6700.0
893,90.45 Lac,1350.0,3,Kankanady,Flat,9045000.0,6700.0
894,74.02 Lac,1175.0,2,Bejai,Flat,7402000.0,6300.0
895,65 Lac,1465.0,3,Bondel,Flat,6500000.0,4437.0
897,61.39 Lac,1600.0,2,Yeyyadi,Flat,6139000.0,3837.0
904,82.50 Lac,1500.0,3,Nagar,Flat,8250000.0,5500.0
905,52.15 Lac,1490.0,3,Moodabidiri,Flat,5215000.0,3500.0
906,68 Lac,1360.0,3,Derebail,Flat,6800000.0,5000.0
907,15.40 Lac,1100.0,0,Puttur,Plot,1540000.0,1400.0
908,25.37 Lac,1750.0,0,Puttur,Plot,2537000.0,1450.0
909,48.49 Lac,2485.0,0,Kudupu,Plot,4849000.0,1951.0
910,42.50 Lac,2178.0,0,Kudupu,Plot,4250000.0,1951.0
911,24.70 Lac,650.0,1,Kudupu,Flat,2470000.0,3800.0
912,45 Lac,1200.0,3,Kudupu,Flat,4500000.0,3750.0
913,35 Lac,950.0,2,Kudupu,Flat,3500000.0,3684.0
914,27 Lac,750.0,2,Kudupu,Flat,2700000.0,3600.0
915,60 Lac,1200.0,2,Kottara,Flat,6000000.0,5000.0
919,60.20 Lac,1350.0,2,Yeyyadi,Flat,6020000.0,4459.0
921,76.37 Lac,1115.0,2,Kadri,Flat,7637000.0,6849.0
923,72 Lac,1440.0,3,Kottara,Flat,7200000.0,5000.0
924,57.62 Lac,1175.0,2,Kottara,Flat,5762000.0,4904.0
925,80 Lac,1800.0,3,Chilambi,Flat,8000000.0,4444.0
926,54.12 Lac,1320.0,3,Shaktinagar,Flat,5412000.0,4100.0
927,2.78 Cr,3477.0,4,Chilambi,Flat,27799999.999999996,7995.0
928,1.90 Cr,2363.0,3,Chilambi,Flat,19000000.0,8041.0
929,45.10 Lac,1100.0,2,Shaktinagar,Flat,4510000.0,4100.0
930,1.80 Cr,2298.0,3,Chilambi,Flat,18000000.0,7833.0
931,2.62 Cr,3366.0,4,Chilambi,Flat,26200000.0,7784.0
932,1 Cr,1550.0,3,Kodailbail,Flat,10000000.0,6452.0
933,30.80 Lac,2200.0,0,Puttur,Plot,3080000.0,1400.0
934,18.22 Lac,1350.0,0,Puttur,Plot,1822000.0,1350.0
935,90.45 Lac,1350.0,3,Kankanady,Flat,9045000.0,6700.0
936,50.75 Lac,1015.0,2,Bejai,Flat,5075000.0,5000.0
937,45.58 Lac,1013.0,2,Bondel,Flat,4558000.0,4500.0
938,58.02 Lac,1230.0,2,Pandeshwar,Flat,5802000.0,4717.0
940,84.07 Lac,1608.0,3,Derebail,Flat,8407000.0,5228.0
941,66.36 Lac,1600.0,2,Yeyyadi,Flat,6636000.0,4148.0
943,86.43 Lac,1290.0,2,Kankanady,Flat,8643000.0,6700.0
944,75.25 Lac,1505.0,3,Bejai,Flat,7525000.0,5000.0
945,60.48 Lac,1344.0,3,Nagar,Flat,6048000.0,4500.0
946,49.72 Lac,1105.0,2,Nagar,Flat,4972000.0,4500.0
947,74.75 Lac,1150.0,2,Bejai,Flat,7475000.0,6500.0
948,84.50 Lac,1300.0,3,Bejai,Flat,8450000.0,6500.0
949,54 Lac,1200.0,2,Nagar,Flat,5400000.0,4500.0
950,39.37 Lac,875.0,1,Nagar,Flat,3936999.9999999995,4499.0
951,36.80 Lac,800.0,2,Kodikal,Flat,3679999.9999999995,4600.0
953,45.49 Lac,989.0,2,Kodikal,Flat,4549000.0,4600.0
954,69.87 Lac,1075.0,2,Bejai,Flat,6987000.0,6500.0
955,63.58 Lac,1060.0,2,Mannagudda,Flat,6358000.0,5998.0
958,69.36 Lac,1225.0,2,Kulai,Flat,6936000.0,5662.0
961,33.46 Lac,960.0,2,Kadri,Flat,3346000.0,3485.0
964,36.27 Lac,1170.0,2,Surathkal,Flat,3627000.0000000005,3100.0
965,39.15 Lac,955.0,2,Surathkal,Flat,3915000.0,4099.0
966,60.68 Lac,1480.0,3,Surathkal,Flat,6068000.0,4100.0
967,97.87 Lac,1450.0,2,Kadri,Flat,9787000.0,6750.0
